"GreatPast,GreatFuture",Zoo/Aquarium,artMuseum,natural history museum,science and technology center,park,public library,live music,sporting event,lecture or talk about science,PoliticsInterest,CommunityInterest,SportsNewsInterest,BusinessInterest,ScienceNewsInterest,EntertainmentNewsInterest,HowOftenScienceNews,HowGetScienceNews,HealthMedInterest,TechInterest,EnvironmentInterest,NutritionInterest,AstromonyInterest,EvolutionInterest,BrainInterest,SciKnowledge,AltMethodsSci,RateNewsMediaScience,UseSocialMedia,WatchCrime,WatchMedical,WatchSciFi,Hobbies,ABCNews,CBSNews,NBCNews,BizInsider,Vox,IJR,PBS,Politico,LATimes,PoliticalViews,Language,Parent of 0-17 year olds,Occupation,ReligiousEvents,OwnSmartPhone,ComputerOwner,Age,Education,Race,Gender,HOH,HHSize,HousingType,Income,MaritalStatus,EmploymentStatus,Age,Children0-1,Children2-5,Children6-12,Children13-17,Adults18+
1,0,1,1,0,0,1,0,0,0,4,2,4,4,4,3,4,1,1,0,0,1,0,0,1,4,2,3,1,4,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,1,5,1,2,2,3,1,2,1,1,3,16,5,1,35,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,1,1,1,1,0,1,1,2,2,2,1,2,2,2,2,1,0,1,0,0,0,0,0,0,2,2,1,-2,4,1,2,2,2,4,2,1,5,1,12,1,7,37,0,0,2,1,2
2,1,0,0,0,1,0,0,1,0,3,1,2,3,3,2,4,1,1,0,0,1,0,0,0,3,2,2,2,4,2,4,2,1,0,1,0,0,0,0,0,0,2,1,2,29,2,1,2,3,4,3,2,1,3,1,16,1,1,59,0,0,1,0,2
1,1,0,0,0,1,1,1,1,0,4,2,1,2,3,2,4,1,0,0,0,1,1,0,0,4,2,2,1,3,4,4,2,0,1,0,0,0,0,0,0,0,2,1,2,-2,2,1,3,4,2,1,2,1,2,1,17,1,7,61,0,0,0,0,2
1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,4,1,0,1,1,0,0,0,0,3,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,26,6,1,1,1,2,1,1,1,2,3,10,3,1,28,0,1,0,0,1
2,1,0,1,0,1,1,1,0,1,1,2,3,1,2,3,2,2,1,0,1,1,1,1,1,2,2,4,2,2,3,3,1,0,0,0,0,0,0,0,0,0,3,1,2,29,6,1,3,3,3,1,2,1,3,1,16,3,1,53,0,0,0,0,3
2,1,0,0,0,0,0,0,0,0,4,3,4,3,3,3,4,2,1,1,1,0,0,0,1,3,2,3,1,4,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,17,2,1,3,2,3,1,1,1,4,1,13,1,1,33,1,1,0,0,2
1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,4,2,4,2,4,4,4,2,0,0,0,0,0,0,0,0,0,4,1,2,29,2,1,5,1,3,3,2,0,6,1,16,5,1,23,0,0,0,1,5
2,1,0,1,0,1,1,1,1,0,3,1,3,3,3,2,4,1,1,0,0,1,0,0,0,2,2,2,1,4,3,3,2,1,1,1,0,0,0,0,0,0,1,1,2,-2,5,1,2,4,1,5,2,1,2,4,11,3,5,64,0,0,0,0,2
1,0,1,1,1,1,0,1,0,0,3,1,4,2,1,4,1,2,1,1,1,1,1,1,1,2,2,3,1,2,2,2,1,0,0,0,0,0,0,0,0,0,3,1,2,3,6,1,2,2,4,1,2,1,1,2,16,3,1,30,0,0,0,0,1
2,0,0,0,0,1,0,1,0,1,1,1,4,1,1,3,1,2,1,1,1,0,1,1,1,1,1,4,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,1,2,9,6,1,3,1,4,1,1,1,2,3,9,5,1,27,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,3,1,4,3,3,2,4,-1,1,1,0,1,0,0,1,3,2,3,1,1,4,1,2,1,1,1,0,0,0,1,0,0,2,1,2,-2,1,2,1,3,3,2,2,1,2,1,9,1,4,57,0,0,0,0,2
1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,3,2,1,2,1,1,1,0,1,0,1,0,0,2,1,2,7,5,1,3,4,4,1,1,1,5,1,21,1,2,65,0,0,0,0,5
2,0,0,1,1,0,1,0,1,0,2,2,2,3,2,3,3,1,1,0,0,1,1,0,0,2,2,2,2,2,2,3,2,1,0,1,0,0,1,0,0,0,1,1,2,-2,2,2,1,4,3,1,2,1,2,1,12,1,5,66,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,2,1,3,2,2,1,2,2,1,1,0,1,0,0,1,2,2,3,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,14,4,1,1,4,3,1,2,1,4,1,15,1,1,61,0,0,0,0,4
1,1,0,0,0,0,1,1,0,0,2,2,2,2,2,2,3,2,1,1,1,0,0,0,1,2,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,13,2,1,1,2,4,3,1,1,4,1,16,1,1,41,0,2,0,0,2
1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,2,3,2,1,1,0,1,0,0,0,2,2,2,1,2,3,3,2,0,1,1,0,0,0,0,0,0,1,1,2,10,5,1,3,4,4,1,1,1,1,1,16,1,1,62,0,0,0,0,1
2,1,0,0,0,1,0,1,1,1,1,1,2,2,1,3,1,2,1,0,1,1,1,1,0,2,2,3,1,1,2,2,1,1,0,1,0,0,0,0,0,0,1,1,1,24,4,1,3,2,2,1,1,1,3,1,13,1,1,33,0,1,0,0,2
2,0,0,0,0,0,0,1,0,0,3,3,4,4,3,3,3,1,1,1,0,1,0,0,0,2,2,3,1,2,4,3,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,5,1,2,1,2,1,2,0,5,1,9,6,7,19,0,0,0,2,3
2,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,2,1,0,1,0,1,0,0,0,2,2,2,1,3,3,3,2,0,0,0,0,0,0,0,0,0,3,1,1,10,1,1,1,2,4,2,1,1,4,1,11,1,1,44,0,0,2,0,2
1,0,0,1,1,1,1,0,0,0,3,1,4,2,2,1,3,1,1,0,0,1,0,0,1,2,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,2,1,1,-1,4,1,2,2,4,4,2,1,3,1,15,1,1,43,0,0,0,1,2
2,0,0,0,0,0,0,0,0,0,3,2,4,2,2,3,2,1,1,1,1,1,0,0,0,3,1,2,1,3,4,2,2,1,0,0,0,0,0,0,0,0,3,2,1,-2,1,1,2,3,1,4,2,1,3,1,7,1,7,50,0,0,1,0,2
1,0,0,0,1,1,1,1,0,1,1,2,3,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,-2,6,1,2,2,3,1,2,1,6,1,14,1,4,38,0,0,3,1,2
1,0,0,0,0,1,0,0,0,0,3,1,4,4,4,2,4,1,1,0,0,1,0,0,1,3,2,3,1,2,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,29,4,1,6,2,3,1,2,1,2,1,13,1,1,36,0,0,0,0,2
1,1,0,0,0,1,1,1,0,1,1,1,2,1,2,2,2,2,1,1,1,1,0,0,1,2,1,2,1,2,2,2,1,1,1,1,0,0,0,1,0,0,2,1,2,14,1,2,-1,2,4,2,2,1,2,1,10,5,1,38,1,0,0,0,1
2,0,0,0,0,0,1,0,1,0,2,1,2,1,4,2,4,1,0,0,0,1,0,0,0,3,-1,2,1,4,2,4,2,1,1,1,0,0,0,0,0,0,2,1,1,-1,2,1,2,2,4,1,2,1,6,1,13,1,1,35,0,1,3,0,2
1,0,1,0,0,0,1,1,1,0,2,1,2,2,2,2,2,1,1,1,0,1,0,0,1,2,2,2,2,2,2,3,2,1,1,1,0,0,0,0,0,0,2,1,2,17,4,4,1,4,4,1,2,1,1,3,11,5,1,63,0,0,0,0,1
1,1,1,1,0,0,1,0,0,0,1,1,1,3,3,3,4,1,0,0,0,0,0,0,0,3,2,1,2,1,4,2,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,1,2,1,4,3,1,1,1,2,1,11,1,4,63,0,0,0,0,2
1,0,0,0,0,0,1,1,1,0,2,2,2,1,2,3,2,2,1,1,1,0,0,0,1,2,2,2,2,1,2,3,2,1,1,1,0,0,0,1,0,0,3,1,2,27,2,1,2,4,4,1,1,1,1,1,18,5,1,66,0,0,0,0,1
1,0,0,0,0,1,1,1,0,0,3,2,4,3,2,2,3,1,0,1,1,0,1,1,1,2,2,2,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,2,29,6,1,4,2,1,1,1,0,3,4,12,5,1,33,0,0,0,0,3
2,1,0,1,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1,1,1,0,1,2,2,4,1,1,3,3,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,1,1,1,3,3,1,1,1,2,1,17,1,5,59,0,0,0,0,2
1,0,0,0,0,0,1,1,1,0,1,2,3,3,2,4,3,2,1,1,1,0,0,0,0,2,2,3,1,2,2,1,1,1,0,0,0,1,0,0,1,0,2,1,2,-2,6,1,1,1,3,1,1,1,3,2,11,5,6,27,0,0,0,0,3
2,0,0,0,0,0,1,0,0,0,3,2,4,2,4,4,4,1,0,0,1,0,0,0,0,3,2,3,1,3,3,3,2,1,0,0,0,0,0,0,0,0,2,1,2,20,1,1,1,3,2,2,2,1,1,1,11,1,2,55,0,0,0,0,1
1,0,1,0,0,1,0,1,1,0,2,1,1,2,1,3,1,2,0,0,1,1,1,1,1,2,2,2,-1,3,3,2,1,1,1,1,0,0,0,1,0,0,3,1,2,26,5,1,6,3,4,1,1,1,1,1,8,5,1,48,0,0,0,0,1
2,0,1,0,0,1,1,0,1,0,4,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,3,1,1,2,2,-1,0,0,0,0,0,0,1,0,0,1,1,1,2,4,1,2,3,3,1,2,1,4,1,20,1,1,56,0,0,0,1,3
2,1,1,1,1,1,1,1,0,0,3,3,3,3,3,4,4,1,1,0,0,1,0,0,0,2,2,3,1,3,3,3,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,1,1,2,4,1,2,1,5,1,12,1,7,32,0,1,2,0,2
2,0,1,0,0,1,1,1,1,0,2,2,4,3,2,4,4,2,1,0,0,1,0,0,1,3,2,4,2,2,4,1,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,1,1,3,4,1,2,1,6,1,21,1,7,49,0,0,1,3,2
2,0,0,0,0,1,1,0,1,0,2,1,3,2,2,3,2,2,1,1,1,0,0,0,0,2,2,2,1,2,3,2,2,1,0,0,0,0,0,0,0,0,2,1,2,-2,4,1,3,4,3,1,1,1,2,2,12,1,5,64,0,0,0,0,2
2,1,1,1,0,0,1,1,1,0,2,1,3,2,3,2,4,2,1,1,1,1,0,0,1,3,2,2,1,2,2,4,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,5,1,1,4,4,2,2,1,2,1,18,1,5,63,0,0,0,0,2
2,1,1,1,1,1,0,1,1,1,3,2,3,3,1,3,2,2,1,0,1,1,1,1,1,1,2,3,1,3,3,2,1,0,0,0,0,0,0,0,0,0,1,1,2,11,4,1,2,1,4,1,2,1,1,1,16,6,1,29,0,0,0,0,1
1,1,0,0,0,0,1,0,1,0,2,1,2,3,2,3,3,1,0,1,0,0,1,0,0,2,2,3,2,1,3,1,2,1,1,1,0,0,0,1,0,0,2,2,1,24,2,1,2,2,3,4,1,1,4,4,4,1,2,44,0,0,2,0,2
2,0,0,1,1,1,0,0,1,0,1,1,1,1,1,3,2,1,1,0,1,1,1,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,1,1,2,1,5,1,2,4,2,1,1,1,1,1,18,1,2,70,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,2,2,2,4,3,3,4,2,1,0,1,1,0,1,0,3,2,2,1,1,1,4,2,0,1,0,0,0,0,0,0,0,3,1,2,14,3,1,2,2,3,1,2,0,6,1,2,3,1,43,0,2,0,0,4
1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,4,1,2,0,0,1,1,0,0,1,1,2,1,1,4,2,4,2,0,1,0,0,0,0,0,0,0,2,2,2,29,2,1,4,3,3,4,2,1,5,1,11,2,1,53,0,0,0,0,5
2,0,0,0,0,0,0,0,0,0,2,3,4,2,2,2,2,1,0,0,0,0,0,0,0,4,2,3,1,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1,1,-1,6,1,2,2,1,4,2,1,5,3,10,6,2,30,0,0,2,1,2
2,0,0,0,0,0,1,1,1,0,2,3,2,2,3,3,3,1,1,0,0,1,0,0,1,3,2,2,1,4,3,4,2,0,1,0,0,0,0,1,0,0,1,1,2,1,4,1,3,3,4,1,2,1,3,1,20,1,1,59,0,0,0,0,3
1,0,0,0,0,1,1,0,1,0,2,2,3,2,2,3,2,2,1,1,1,0,0,1,0,2,2,3,2,2,3,3,2,1,1,1,0,0,0,1,1,0,4,1,2,-2,6,1,1,4,3,1,1,0,2,3,12,1,5,80,0,0,0,0,2
1,1,1,1,1,1,1,1,0,0,1,1,3,2,2,2,3,1,1,0,0,1,0,0,1,2,2,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,1,1,2,-2,6,1,3,3,3,1,2,1,2,1,15,1,7,57,0,0,0,0,2
2,1,1,0,0,0,0,1,1,0,2,1,2,3,2,1,4,1,0,0,0,1,0,0,1,3,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,3,2,2,-2,3,1,2,4,1,4,2,1,4,3,4,2,5,73,0,0,0,1,3
1,0,1,0,0,0,0,0,0,0,1,2,4,3,2,2,1,2,1,0,1,1,0,0,0,1,2,2,2,2,3,1,2,1,1,1,0,0,0,1,0,1,2,1,2,12,6,2,1,3,3,4,1,1,1,2,20,1,1,45,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,1,1,1,1,0,0,1,2,2,3,2,2,3,2,1,0,0,1,0,0,0,1,0,0,3,1,2,-2,2,1,2,4,3,1,2,0,6,1,18,3,5,68,1,1,1,0,3
2,0,0,0,0,1,0,1,0,0,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,2,2,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,1,1,2,-2,2,1,2,4,4,1,1,1,2,1,17,1,5,76,0,0,0,0,2
2,1,0,0,0,1,0,1,1,0,2,2,1,2,2,3,2,1,1,0,0,0,1,1,1,2,2,3,1,2,3,3,2,1,1,1,0,0,0,0,0,0,3,1,2,26,2,1,1,1,4,1,1,0,1,3,8,5,1,24,0,0,0,0,1
2,1,1,0,0,1,1,0,1,0,2,2,1,3,2,3,2,1,1,0,0,1,0,0,1,2,2,3,1,2,2,1,2,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,3,3,3,1,2,1,5,1,18,1,2,56,0,0,0,0,5
2,0,0,0,0,0,1,0,0,0,1,2,2,3,1,3,4,1,0,0,1,0,1,0,0,2,2,2,1,2,3,4,2,0,0,0,0,0,0,0,0,0,2,1,2,27,6,2,2,1,2,1,1,0,4,1,9,5,1,25,0,0,0,0,4
2,0,0,0,0,1,0,0,0,0,2,1,3,1,1,3,2,2,1,1,1,0,0,0,0,2,2,2,1,2,2,2,2,1,0,0,0,0,0,1,0,0,2,2,1,1,4,1,2,3,1,4,1,1,6,1,13,1,1,51,0,0,0,1,5
1,1,0,0,0,0,1,0,0,0,2,2,3,2,2,2,2,2,1,0,0,1,1,1,0,3,2,2,1,3,3,3,2,0,0,0,0,0,0,0,0,0,3,2,1,-2,5,1,4,1,1,4,2,0,2,1,8,1,4,27,0,0,0,0,2
1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,2,3,1,0,1,0,1,0,0,1,2,2,3,1,1,2,2,1,0,0,0,1,0,0,0,0,0,2,1,2,22,6,1,2,3,4,4,1,1,3,1,15,1,1,45,0,0,0,0,3
2,1,1,0,1,1,1,0,1,0,4,2,2,4,3,3,4,1,0,0,0,1,0,0,1,2,2,2,1,1,3,3,2,1,1,1,0,0,1,1,0,0,3,1,1,-2,2,1,3,2,3,1,2,0,4,1,9,1,7,34,0,2,0,0,2
1,1,0,1,0,0,1,1,1,0,1,1,1,2,2,2,2,1,1,1,0,1,0,0,1,2,2,2,1,1,1,1,2,1,1,1,0,0,0,1,0,0,2,1,1,29,2,1,1,3,4,2,1,1,4,1,8,1,1,50,1,0,1,0,2
2,0,1,1,1,1,0,0,0,0,2,2,1,2,2,4,3,2,1,1,1,1,0,0,1,2,2,2,1,1,3,2,1,1,1,1,0,0,0,0,0,0,4,1,1,-2,6,1,6,2,3,5,2,1,2,2,1,5,4,36,0,0,1,0,1
1,1,1,0,0,0,0,1,0,1,1,1,2,2,2,1,4,2,1,0,1,1,0,1,1,2,2,2,2,2,2,4,2,1,1,1,0,0,0,1,0,0,2,1,2,-2,3,1,1,4,4,1,2,1,1,1,12,3,5,78,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,3,3,3,2,2,3,2,2,1,1,1,0,1,1,1,2,2,2,2,3,3,2,1,0,0,0,0,0,0,0,0,0,3,1,2,26,6,1,3,2,2,1,1,0,2,3,16,6,1,39,0,0,0,0,2
1,0,1,0,1,1,1,1,1,0,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,1,1,2,3,2,1,0,0,0,0,0,0,0,0,3,1,2,-2,4,1,2,3,3,5,2,1,2,1,3,3,4,51,0,0,0,0,2
1,0,1,0,0,1,0,1,1,1,1,1,2,1,2,3,3,2,1,1,1,1,1,0,0,2,2,3,2,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,1,3,1,2,4,4,1,2,1,1,1,17,5,2,67,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,1,1,2,3,2,2,3,2,1,1,0,1,0,0,1,2,2,2,2,1,1,3,1,1,1,1,0,0,1,0,0,0,2,1,2,15,3,1,2,3,2,2,2,1,4,3,9,3,1,57,0,1,1,1,1
1,0,0,0,0,1,1,1,0,1,1,2,1,2,2,4,2,2,0,1,1,0,1,0,1,2,2,3,1,4,4,2,2,0,0,0,0,0,0,1,0,0,3,1,2,4,5,1,2,1,4,1,1,1,2,1,16,1,1,28,0,0,0,0,2
1,0,0,0,0,1,0,1,0,0,2,2,2,2,2,2,4,1,0,1,0,0,1,0,0,2,2,2,2,2,4,2,2,0,0,0,0,0,0,0,0,0,1,1,2,29,4,2,2,2,2,1,1,1,3,1,13,4,2,44,0,0,0,1,2
1,0,1,0,0,1,0,0,0,0,2,1,2,1,1,1,1,2,0,0,0,0,0,1,0,1,1,2,1,1,3,2,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,5,1,2,4,3,4,1,1,2,1,15,1,5,66,0,0,0,0,2
1,1,0,1,0,1,1,1,0,0,2,2,3,2,2,2,4,1,1,0,0,1,1,1,1,3,2,3,1,3,3,3,2,1,0,0,0,0,0,0,0,0,3,1,2,16,6,1,3,3,2,1,2,0,3,1,15,2,1,57,0,0,0,0,3
2,0,1,0,1,1,0,1,1,0,1,1,1,2,2,-1,1,2,0,0,1,1,0,1,0,2,2,3,1,3,3,4,2,0,1,0,0,0,0,0,1,0,2,1,1,1,4,1,2,3,4,1,1,1,3,1,18,1,1,59,0,0,0,1,2
1,0,0,0,0,1,0,0,0,0,4,2,4,4,2,2,4,2,1,0,0,0,0,1,1,3,2,2,1,1,2,3,2,1,0,0,0,0,0,0,0,0,1,1,2,-2,6,4,2,3,2,1,2,1,2,1,16,1,6,56,0,0,0,0,2
1,0,0,0,0,1,0,0,0,0,2,2,4,3,2,3,3,1,0,1,0,0,1,0,1,2,1,3,2,1,2,2,2,1,1,1,0,0,0,1,0,0,3,1,2,-2,6,2,5,4,3,1,2,1,1,4,7,3,5,68,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,2,2,3,2,1,1,4,1,1,1,0,1,0,0,1,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,1,2,29,5,1,3,4,3,1,1,1,2,4,12,1,1,62,0,0,0,0,2
1,1,0,0,0,1,0,0,0,0,-1,2,4,3,3,3,4,1,1,0,0,0,0,0,0,3,2,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,4,1,2,1,6,1,3,3,3,1,2,1,3,1,14,1,1,49,0,0,0,0,3
2,0,0,0,0,0,1,1,0,0,1,1,4,1,2,4,2,2,1,1,1,1,1,0,0,2,2,3,2,1,1,3,2,0,0,0,0,0,0,0,0,0,1,1,2,-2,2,2,1,4,4,1,1,1,2,1,15,1,5,72,0,0,0,0,2
2,1,0,1,0,1,0,1,1,1,2,2,2,4,2,4,3,2,1,1,0,1,1,0,0,2,1,3,1,2,4,3,2,0,0,0,0,0,0,0,0,0,3,1,2,10,1,1,2,4,4,1,1,0,2,1,13,1,2,65,0,0,0,0,2
1,0,0,0,0,0,1,0,1,0,2,1,4,2,1,2,1,2,1,1,0,0,1,1,1,2,1,2,1,3,4,1,2,0,1,0,0,0,0,0,0,0,2,1,2,2,6,1,3,3,3,1,2,1,1,1,8,4,1,59,0,0,0,0,1
1,0,0,0,0,1,0,1,1,0,3,1,1,3,4,2,4,1,0,0,0,1,0,0,0,3,2,2,1,2,1,3,2,0,1,0,0,0,0,0,0,0,3,1,1,18,4,1,2,2,3,1,2,0,4,1,14,1,2,36,0,0,2,0,2
1,0,0,0,1,1,0,0,0,0,1,2,2,1,1,3,3,2,1,1,0,0,1,0,0,2,2,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,-2,5,1,3,4,3,5,1,1,3,1,17,1,5,61,0,0,0,0,3
2,0,1,0,0,0,0,1,0,0,1,3,4,2,2,3,-1,2,1,1,1,0,1,1,0,4,2,3,2,3,4,4,2,1,1,1,1,0,0,1,0,0,2,1,2,-2,4,2,1,4,3,1,2,1,1,3,11,2,5,90,0,0,0,0,1
2,0,0,0,0,0,1,0,1,0,2,1,2,2,2,2,2,2,1,0,0,1,0,0,1,3,2,2,1,3,2,2,2,0,0,0,0,0,0,0,0,0,3,2,1,18,2,1,4,2,2,4,2,0,5,1,9,1,2,41,0,1,1,1,2
2,1,1,1,1,1,0,1,0,1,2,1,3,2,1,2,1,2,1,1,1,0,1,1,1,1,2,4,1,2,2,1,2,0,0,0,0,0,0,0,0,0,4,1,2,22,6,1,1,2,3,1,2,1,1,1,17,1,1,40,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,2,2,2,3,3,2,4,-1,1,0,1,1,0,0,0,4,2,2,2,2,4,4,2,0,1,0,0,0,0,0,0,0,1,2,2,-2,2,3,2,3,1,4,2,1,6,4,6,1,7,56,0,1,2,0,3
2,0,0,0,0,0,1,0,0,0,1,2,2,1,2,2,3,2,0,0,0,0,1,1,1,3,2,2,2,3,4,3,2,0,0,0,0,0,0,0,0,0,1,1,2,16,6,2,6,3,2,1,1,1,1,4,8,5,1,54,0,0,0,0,1
2,0,0,0,0,0,1,1,1,0,1,1,3,2,2,3,3,1,1,0,0,1,0,0,0,2,2,2,1,4,2,4,2,0,0,0,0,0,0,0,0,0,2,1,1,29,2,1,1,3,4,1,2,1,3,1,18,1,2,45,0,0,0,1,2
2,1,1,0,1,1,0,1,1,0,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,3,2,4,1,1,1,4,1,16,1,1,42,0,1,1,0,2
2,0,0,0,1,0,0,1,0,0,2,1,3,3,3,1,3,2,1,1,1,1,0,0,1,3,2,3,1,2,2,3,2,1,1,1,0,0,0,0,0,0,1,1,1,-2,4,1,2,2,3,1,2,1,4,1,11,6,7,36,0,1,1,0,2
1,1,0,0,0,0,1,1,1,0,3,1,3,3,3,2,3,2,1,1,0,1,0,0,1,2,2,2,1,2,2,4,2,0,1,0,0,0,0,0,0,0,3,1,1,10,5,1,4,2,3,1,2,1,4,1,16,1,1,37,0,0,2,0,2
1,0,1,1,1,1,1,1,0,1,2,2,4,2,1,3,2,2,1,1,1,1,1,0,1,1,2,2,1,2,3,2,1,0,0,0,0,0,0,0,0,0,1,1,2,8,2,1,2,1,1,1,2,1,6,1,13,5,1,18,0,0,2,1,3
1,1,1,0,0,0,1,1,1,0,2,1,2,1,1,2,2,2,1,1,1,1,1,0,1,2,2,2,1,1,3,2,2,1,1,1,0,0,0,0,0,0,3,1,2,9,5,1,1,4,4,1,1,1,2,1,18,1,1,69,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,3,3,2,2,4,2,4,1,1,0,0,0,0,0,0,3,2,3,2,3,1,3,2,0,0,0,0,0,0,0,0,0,2,1,2,1,6,1,2,3,3,4,2,1,2,1,17,1,1,51,0,0,0,0,2
2,0,0,0,0,0,1,0,0,0,4,1,-1,4,3,3,4,1,0,0,0,1,0,0,0,2,2,3,1,3,2,4,2,0,0,0,0,0,0,0,0,0,3,1,2,2,5,1,3,3,2,1,2,1,3,1,14,1,1,51,0,0,0,0,3
2,1,0,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,0,1,0,1,0,0,1,0,1,1,1,2,9,6,1,3,4,3,1,1,1,2,1,11,1,1,63,0,0,0,0,2
2,1,0,0,0,1,0,1,1,0,2,2,3,2,3,2,4,1,1,1,1,1,0,0,0,3,2,3,1,2,3,4,2,0,1,0,0,0,0,0,0,0,1,1,1,1,3,1,2,2,3,1,2,1,4,1,16,1,1,40,0,0,0,1,3
1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,3,2,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,2,1,1,4,3,1,4,1,4,2,1,1,4,1,18,1,1,29,1,1,0,0,2
1,1,0,1,1,0,1,0,0,0,3,2,2,2,1,2,2,1,1,0,0,1,1,0,0,2,2,3,1,2,2,3,1,0,0,0,0,0,0,0,0,0,3,1,1,-2,4,1,2,2,4,1,2,1,5,1,16,1,7,33,1,2,0,0,2
2,0,0,0,1,0,1,1,0,0,3,3,4,4,2,3,4,1,1,0,0,0,1,0,1,3,1,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,2,2,1,29,2,1,5,3,1,4,2,1,7,1,8,2,1,46,0,2,1,1,3
2,1,1,1,1,1,1,1,0,1,1,1,2,2,1,3,2,2,1,0,1,0,1,1,0,2,2,3,1,2,3,1,1,0,1,1,0,0,0,1,0,0,2,1,2,29,5,1,2,3,4,1,1,1,1,1,12,1,1,59,0,0,0,0,1
1,0,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,2,1,0,1,0,0,1,1,2,2,2,2,2,3,4,2,1,1,0,0,0,0,1,0,0,1,1,2,29,4,4,2,4,4,1,1,1,1,3,13,2,1,85,0,0,0,0,1
1,0,1,1,0,0,0,0,0,0,3,1,3,2,2,3,3,1,1,0,0,1,0,0,0,3,1,2,1,4,3,3,2,0,0,0,0,0,0,0,0,0,2,2,2,29,1,1,4,3,1,4,2,0,2,3,4,1,1,54,0,0,0,0,2
1,0,0,0,0,0,1,0,0,0,2,2,3,2,2,3,4,1,1,1,0,0,0,0,0,2,2,2,2,2,2,3,2,0,0,1,0,0,0,0,0,0,1,1,2,10,1,1,1,3,2,1,2,1,2,1,13,2,1,59,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,4,-1,0,0,0,0,0,0,0,3,2,-1,2,2,3,3,2,0,1,0,0,0,0,0,0,0,1,1,2,-1,6,1,4,3,2,1,2,1,2,1,20,1,1,57,0,0,0,0,2
